Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H33,Other liabilities,Financial position,16065,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count,Financial ratios,542300,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count,Financial ratios,86100,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,137,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio,Financial ratios,69,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure,Financial ratios,55,ANZSIC06 groups A014 and A015
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,13537,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,13011,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,181,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,345,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,11658,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,1568,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,172,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,633,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,1442,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,7807,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,35,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,6521,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,6388,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,1746,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,64724,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,11749,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,41237,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,11738,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,64724,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,22473,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,10558,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,31693,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,536400,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,69200,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,111,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,51,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,13537,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,13011,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,181,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,345,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,11658,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,1568,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,172,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,633,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,1442,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,7807,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,35,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,6521,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,6388,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,1746,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,64724,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,11749,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,41237,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,11738,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,64724,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,22473,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,10558,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,31693,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,536400,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,69200,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,111,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,51,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 group A016
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,2111,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,2028,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,24,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,59,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,1868,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,97,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,14,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,104,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,274,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1373,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,6,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,620,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,655,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,277,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,6439,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,1800,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,3754,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,885,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,6439,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2734,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,1619,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,2086,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,344600,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,45200,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,111,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,71,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,10,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,42,"ANZSIC06 groups A017, A018, and A019"
2018,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,2111,"ANZSIC06 groups A017, A018, and A019"
